id	query	answer
96fe0d2109b097524413be7ec351eb78f40b8feb	Where do Scott and Ronnie visit for their relaxing vacation?	Tahiti. ; A Tahitian beach resort
97e9cc82b3de2fda8a258cdf6c2e8662e7d1537c	What actually did happen at the chemical plant?	It exploded and everyone died. ; Chemical plant exploded
9875d5a34bf0215171fcc87c84a724c4971cf477	Who does Jody want to be with?	Jody really wants to be with Ben since he has left Tamara.; Ben
987d3e31dc8b6029a2b9450243e122c8862bbc24	What happens when Blomkvist breaks into Martin's house?	Martin catches Blomkvist and begins torturing him.; Martin catches him and trys to kill him
98985978eb32d828d54913a431c0803547e789bf	What street in NY do Yank and Long go to?	5th Avenue; 5th Avenue 
989916b68c184be23de3334a7ee8ecfa4bdd2496	Why did The Ghost's girlfriend walk out on him?	"she felt betrayed by his willingness to take the job; She felt betrayed by his willingness to take ""the job""."
98acf546189102f4d4fae1ff2bbef93018d6c4b1	Who is The Kid's girlfriend?	Apollonia; Apollonia
991780bf52a8a596a25465dff974db075088e2d7	Where is Susan Cushing from?	Croydon; Croydon
9950d38eeb83f7bfa67bc56333d33661d18d452f	How does Claverhouse meet Bellona?	The protagonist gives him the dog before the upcoming trip.; he was presented with the dog before his fishing trip
99585e4b51fa1bf94db82b0551d1d664e584621d	Why does Graham come to the city?	To get closure on his relationship with Elizabeth; To visit a  friend
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac	When do Maude and Alleyne admit their love for each other?	When he's to depart for France.; When others leave for France.
9a1f8183b31ba8ab9f1719fa42b36a173035beb4	Who does Vaughn strike out in the playoff game with the Yankees in the 9th inning?	Clu Haywood; Clu Haywood
9a47076ad2a64fa53bde62c8c4c06f04d91ce2c8	What does Craig do with the money from the hydraulic pump?	He splits it with Day-Day and Elroy; Takes it and splits it with Day-Day and Elroy
9a50bcf24dea0f3934df9a55f6e82df03c19c7cb	Why does Brean have Motss killed?	He is threatening to reveal his involvement in order to receive credit for the cover up of the presidents scandal.; Motss was going to reveal the President's involvement in the made-up war.
9b567ac919aae1fa2a2a6d8e528b8ad8648b90fe	How are the accusations against Arethusa exposed?	Bellario is revealed to be a woman in disguise. ; it turns out that Bellario is a disguised female
9b827d8f4127cffdf56129bc91a3d2bbbdeb19a4	What message does Holmes decipher?	"Some deviltry is intended against Douglas; ""some deviltry is intended against one Douglas"""
9b99f455760055f2c719e61f29fa4a09479d8524	What is the name of the biochemical weapon that Anarchy 99 has?	Silent Night; Silent Night.
9bd99dd1525e23d34c132f256ad8204cdf6fe089	What is Agathe's job?	A kitchen maid.; kitchen maid
9c26a0e3cad380e2977b25e812a617e5083e73fd	Who is a naval officer?	William Price.; William Price
9c2bb97cbbb8dca3fb1d85fbe1abeb27ad046615	Why does Caesar wash, dry, and iron the money?	To remove the blood; To remove the blood
9c443f4b7fae5240b65a04b5648d20fede649249	What city do Con and Kid long to return to? 	New York.; New York
9c721b9297f69a20a813b12fcb0047fb22cce385	What is in the briefcase?	Bomb; A bomb.
9cbe9d08ff6673e8dba308ac11ba88d71b425209	Who has a previous engagement?	Jeanne.; Jeanne
9ce9cda3bf3ab43a4e0c0199110e30727770477c	Who starts a gun battle with the Motorcyclists?	Stephen; Stephen.
9cf95ffdf431fe1798c086f31cbf2a7efeb1f921	Why is Amy Ashe sent to live with the Carrs?	Her mother, Mrs. Ashe, sends her so she will not catch scarlet fever from Mrs. Ashe's nephew who is visiting.; To keep her from catching scarlet fever
9d8b79107628c4dedae91fa3648e56ae94b997fc	What gift does Hosenfeld give Szpilman at their final meeting?	His German Army Great coat; His German Army greatcoat.
9d8fa53fde63b8e1a0a7e04b88accb1d4ee31b71	Who is the real person behind all of the robbings and murders?	Charlie.; Charlie
9dc012f8cd7449629d2563aff2f72315ba6d83d5	What is Polly's wife's name?	Miriam Larkin; Miriam.
9e08f12783862b2e020fcec6a1f992dea0fbe4ab	Who finally catches Myles climbing the fence and tresspassing?	Earl Mackworth; Earl Mackworth
9e1475e4ee95eb7b4dca656e5afde2aaf5fdda8a	Who tries to get Sam and Suzy onto a crabbing boat?	Commander Pierce; Ben
9e3a7d4c30143d737b783df94e7c1c2fd6fe6514	Where do the Cenobites trap Joey?	On a construction site.; a construction site
9e7069f1b5816540f2eb1cc238c59439f7c4345c	What does Benedict's men find inside the duffel bags driven by the remote controlled car?	Flyers.; flyers advertising prostitutes
9e71e7b6c91472bafddd8c2d1344e84b5899ab2c	After they left the island, how did the refugees end up in a different port than anticipated?	A storm rendered the ship not seaworthy once again and they were forced into that port; There is a storm. 
9e82564a36eb80df18284bc5566221a05e87c28b	Why does Jim take a bullet in the chest?	retribution for the death of Bugis's son.; As retribution for the death of his son.
9ebb84bdc9cc6d698ccc331437bd1ec3b5f0dddb	Who breaks in to the Cox's home to search Osbourne's computer?	Ted Treffon; Ted Treffon. 
9f0a853daffcf439934cbabb860d8d145dc5dd5f	Where does the unnamed officer who serves as our first narrator meet Maxim Maximych?	At his post in the Caucus Mountains.; In Caucasus.
9f0b7365cdadd4735b9f899ab140a37d4df89c9c	What kind of car do Will's friends give him?	A Chevrolet Nova.; Chevrolet Nova.
9f3553caee89c48b8f0ba947fa1a088dc9aca4a9	What happens aboard the pirate ship that John boards?	John kills all of the pirates but one and rescues a kidnapped princess.; He kills all but one of the pirates. 
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a	Who does Malkovich marry?	Maxine.; Maxine
9f95235a053cfb0c15f5681c02dc44fc0caf065d	Who is the male protagonist of the story?	Milt Dagget; sinclair lewis
9ff140c1a8d2d147eaa956d8783481e401ab3beb	What church did Charles Reding depart?	The Anglican church. ; The Church of Englad
a0046fa8fcc3e3e5d5205476e71e7b375e83158e	Who was Sir George?	Dorothy's father; malcom's cousin
a03d6a5ddf48beb93529c87571fad8e02d17b373	What kind of a setback does Conrad suffer?	He learns his friend committed suicide; emotional 
a08ad894b1b65ce935b9e6355851246add65a03b	How did Gilbert Long travel to the party? 	By train. ; The train
a0922808f19fd6e42227cfe448757bb43788eb5d	How much does Jason discover the necklace is worth when he has it appraised?	$1 million dollars; $1 million
a0d0ec57ee611f5041cfb0b74f127a3196a03f8a	How does Rae show her support for Lazarus at the end of the story?	Rae attends his blues concert.  ; By staying with him on her own terms.
a0dad21d83efe7d9865b299a3f8b343ff50ff7a5	How long did Frank Churchill's visit last at his father's house? 	Two weeks. ; 2 weeks
a18e921ea3e947642147754dffa769f9eabb31e7	What does Juno decide about the baby after learning that the Lorings are separating?	to still let Vanessa adopt the baby if she wants to do so; She still wants to give the babe to Vanessa.
a1f45ca7bfe2e685b4faa4032039a3a5079065ac	Which one of Chris's former friends does he arrest?	Jay; booth
a22ac39233676c4db64905fe3b34c45fdc07385b	How is Prince Charming presumably killed?	Dragon knocks Rapunzel's Tower over on top of him.; Dragon knocks Rapunzel's tower on him
a25d00c16af6bed275fa7cc1c9bcc9cfad310d4d	Who is Dooku unable to defeat, which causes him to flee?	Yoda; Yoda.
a287c11ec110edecb4be9bad5fed77b4863b29ac	Where did Bart Gregory die?	Iraq; Iraq
a291171000871c2588aacdbe03496c21fe9aec05	How is Austin able to save both Felicity and the world?	By using the time machine to be in two places at once.; By traveling back in time.
a294dfec39790706fbaf8a62b6ab00274fb7bf3b	What is the identity of old man Mme de Rochefide touched at the party?	It is Zambinella; Zambinella.
a34a30243522a835f826fe5269b4d234c5443ff3	What does Leo offer Tom the day Bernie is burried?	He offers Tom his job back.; tom's job
a3874a1e55b073c61553d61c5f8d5bdca6c13625	Who does Wade attack in front of his daughter? 	A bartender ; The bartender
a396cef5286c5c07adbfc2a5d792402c1418d571	"How do the other stevedores react to ""Tom""?"	They become jealous.; with jealousy
a3afeb3c1ca54714edf552d635f8217cbdc37053	What is the most fun The Accountant has ever had?	Chasing Milton; Chasing Milton is the most fun The Accountant has ever had.
a3d22e30a6afde892a65e16db0454093a232da87	Who was the person that made the detonator?	Clive; Clive
a3d61931c82c31928c81e1e6662d42e151da09c3	Who did Hilary confess his folly to?	His father; His father. 
a3f5043d31f3d18b625f75f69392834d4479df38	What currency does Yuri accept in Africa?	diamonds; diamonds
a414849832c3837bdc7e1316dfd9976485cf13b7	For how long did the couple insisted harry to stay with them?	they insisted him to stay as long as he wished to.; as long as he would like
a493bc348052f6962bb423ad44b2e13134d635fc	Where does Edward inspire Winslow to work at?	Wall Street; He encourages him to work on Wall Street
a49568c001cfa6403a22f0138c5668d8b211c9e8	En route to the mine, what did Django show his escorts to convince them that he was a bounty hunter?	Django showed them the handbill that Schultz had given him.; A good luck handbill from his first kill.
a4a5274e6563d93830ce2749567ff04f907ea5ff	The Lieutenant bet on a ball game and his team lost, how did he treat his car radio when the news came through?	He shot out his car radio. ; He shot the radio.
a4aef60147a93723b3f6618336ca90d672c25cbc	How was Nina injured prior to the final act on opening night?	Nina had stabbed herself; She stabbed herself.
a50e0b16f4c85587a6c89476c2f9f3ced9f4480c	What happens to the Banker after he finds a Snark?	He disappears; He disappeared
a553b1ede6a0837f7e65a03b1a6f6545997047e8	What is the name of the castaway that Hayy meets?	Absal; Absal
a609dd939df7ec01fbdf9825d8ea999cd7ec0c95	What makes the monster visible?	A magic powder.; Magic powder
a61325dc1a5c7d385b2c23a52f22859d6e0cfb7d	Where does the storm carry Tara?	Barsoom; An unfamiliar region of Barsoom
a65c4ede45179964de0abc38a88aecd767eaf505	How is the final Graboid killed?	Tricked into tunneling off the cliff face.; It tunnels through a cliff and then falls to its death. 
a69fee0515cdb067fec5c42fa88ace5c9639118c	What did Joanna did when she show up to pick up Billy?	Joanna called Ted to come down to the lobby.; Decided not to take him 
a6a0d0dd948d7e7d52bc8ab8ea73209d8d548d08	Who takes Reggie back to prison?	jack; Jack
a6abf42f24dac561c0245f7638c6693d5a73bc28	Who is Demetrius the son of?	Ivan the Terrible. ; Ivan The Terrible
a71ea0ede601f09b48d88dbe9c060c60709a3a1c	What does Carol believe to not be satisfying for all women? 	Washing dishes; Dish washing
a743470139d60ce79ab225e60c80736546bf411b	What moral did the mariner want those who heard the story to learn?	That all things should be loved ; God made and loves all creatures.
a77f52738cbd7ce7658e3fe5853068eb8fc095c4	Which gender of criminal do the townspeople initaly think they are looking for?	Female.; they believe they are looking for a female killer.
a7edd5dfe618e9d0fe3051af99e305362791e5e3	Whose scream do Holmes and Watson hear?	They hear the scream of the murderer Selden, who fell to his death.; Selden.
a7ffa1f2565adac09cb39a38c140eb385d4cbcf5	What party do the three guys accidentally crash?	Harkin's surprise birthday party.; Harken's surprise birthday party.
a8545e0060efd59a881c3724570efba89e2cd261	What does Ash have to retrieve in order to return to his time?	the necronomicon ex-mortis; Necronomicon ex-mortis
a8549480950ac906c9426b7d8cb7963e52e4cd6c	What did Tom do when he was released from prison?	He hitchhiked to his family farm.; Hitchhiked his way back to his parents farm in Oklahoma . 
a87d47ee243b5cc4f8ce3acf483ccf9e77083e16	After Robin takes command of the band of outlaws in Sherwood Forest, what do they do?	Rob convoys and soldiers who are travel through the forest and give the stolen goods to the poor people in the land.  ; They start training to defend themselves, planning to fight against Nottingham, and they also rob soldiers and convoys passing through the forest.
a887641959e80961ce68baaf02efa0d3f2e18daa	Who exposes the guilty parties?	The mother of Rhesus; Hector
a8a662512e730c20619ab94ebdd86b19d7eeef7c	Who serves Birotteau the possession order? 	His landlandy's lawyer; landlady's lawyer
a8a9976abcdea78a876f01bb592a693f4befb419	On the seventh night, who is abducted? 	Elizabeth Talbot. ; Elizabeth
a8badfac8486b7a5ebf0319d205dfc504cbb059c	After the big fight what do the X-Men discover of Mystique?	That she is still alive and impersonating Senator Kelly.; The liberty island fight
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac	When did Therese's aunt have a stroke?	after Camille died; After Cammille's death.
a90970da83bef2b96566608cec4724c7c1da507f	What does Father Christmas give Peter?	a sword and a shield; a sword and sheild
a92d15a67e802a1ab4fbaeecb6b58914690059f8	Who is the Squire of Allington?	Christopher Dale.; christopher dale
a9498e8974748cf3d5b25e455138591a6da4cf5e	Who is Sandy Campbell?	A woman accused of killing Polly Olichtree unjustly.; A servant.
a9ab2d4a8d0fa3eaca128e041a6619d652c2d824	What happened the night the narrator killed his cat?	His house caught fire.; His house caught on fire
aa38d6df737e5d8893dc9749f5d5aaf1f93da2c6	Who is the primary antagonist in this story?	Dr. Flint; Dr. Flint
aa53a1867711a3dd8ff9f8f29266398e420813d3	Where are Cid and Young Joe when Jesse shows up?	In an underground tunnel; They hid in an underground tunnel
aa57fa85b658afe36193562a21c4317e56c6e29a	Who realised in the pub that the pistols are replicas and what did they do?	tony and avi realised that the pistols are replicas and they gave them handguns; Tony, who uses his own real handgun to scare Sol, Vinny, and Tyrone away
aa70927925013f9111ea80c2ab81449c4ca3cbdf	Where do the skater boys beat a man? 	Washington Square Park; Washington Square park
aa90091614fb7750bb403710ba663ae3573db691	What phrase does Adam say at Eve's grave?	"""Wherever she was, there was Eden""; Wherever she was, there was Eden"
aae70f9eff5dbb5736c9ba09a3ee31b2e71504d4	Who is the last person Edward kills?	Himself.; himself
aaeca5ea3551106cc8279887ebbeca8fd3f029dd	How are Lana and Lola related?	They are identical sisters; They are identical twin sisters
ab35e5d3266a05297db471612ce06095c5190649	What does Butscha make his latest mission regarding Modeste's hand in marriage?	He tries to get Modeste to see Ernest is the only one who truly loves her; Promote Ernest's intentions.
ab5002eb93483e1d54225a11441ec82d88c8fda0	Why does the Queen demand an apology from Shakespeare?	He said that his family is more respectable than hers and that she is only queen by accident of birth.;  FORATTEMPTING TO SEDUCE ANOTHER WOMAN
ab6a331009ebcbd2600bc3899b7f31c502344ce1	Which part of the US sinks below sea level?	The Gulf Coast from Florida to Lake Pontchartrain; The gulf coast 
ab78e645d43e4f56ca208ef590f0a4662b4d8efb	What is the name of the prison Bane releases the inmates from?	Blackgate Penitentiary. ; Blackgate Penitentiary. 
ac807f3965591f8e23d3565d473fbf5e77264fd7	What does Hero show the bar patrons to make them take him seriously about the danger?	The head of a repulsive creature.; The head of a repulsive creature.
acdeff3068372e962ae2600b4883e5cd62c04150	Where was the tunnel hidden?	Behind a poster.; Behind a Raquel Welch poster
ad13b1236bd9c3b925d27a487959205d209ca361	Who claims the reward in the end?	Deke. ; No one
ad5fe734ec4575e7ec381085bc294d4e10f9621f	What does the disguised Union soldier recommend Peyton do to undo the bridge repair?	Burn the bridge.; burn it down
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62	Why is Jeff in a wheelchar?	He broke his leg; He broke his leg.
ad92e4bb8d94e12e9d3513956b1b284402c2a483	What is Hammond's relationship with Lex and Tim Murphy?	He is their grandfather; He is their grandfather.
add8e2efd820ef2778c746e2d3d6c0cd8c650672	Which state does this story take place?	New York; New York 
ae22f4943bbe95e00fc6c0f6e83f1958cf18dea2	How does Nellie convince Pete to leave Maggie?	By calling her a pale thing with no spirit; she calls her a pale thing with no spirit
ae3efb0b2fda63f42da4951e42e315de58af6ed2	Where is Ben?	Out at sea ; At sea
ae81f68f2aa2045e9da71e39f1b5b74a8c5329cf	What becomes weakened by colloidal dust?	Surface tension of metals; Metal surfaces.
aeb4b0c7cd1faaae70c732656dddcbb56bf19b99	Who does Nella suspect Baroness Zerlinski to really be?	Miss Spencer.; Miss Spencer, the hotel clerk
aecd2050091b2c8f57190bc9a1c0a1d81d6b2f56	What song did Ben lip sync when Frank, Jeffrey, and Dorothy went to Ben's place?	In Dreams; blue velvet
afebffff109959375cb334c3e1ce5d587179e29a	Where does the $100 million dollars wind up?	The $100 million winds up in Gekko's hands.; funding Jekko's company.
b02faf174a846e2d426250c336ec8b27a61d90f6	What causes Roger Scatcherd's death?	Drink; He dies of drinking
b063e2afb2fea948eeb22b94fde9fd804a285531	Which man did Van Rough's daughter marry?	Colonel Manly; Manly
b0b1bb0efc8a321227d3ab8244cff77d0c81e0eb	What did Prince Cleve beg his wife not to do before he died?	He beg her not to marry Duke; begs her not to marry the Duke
b0cdfea5c6b7ac7a87b11c4d8527a4fdaa2a20f5	What estate does Richard tend to after returning to America?	Swain's estate, Gordon's Pride; Carvel Hall
b106547216886fe269040370774d80b5a5a53318	What happens when Amy Archer tells about Mussburger's plan to her Chief?	The Chief does not believe it.; He doesn't believe her.
b1b2826a2726fe62ceae88b01bf0be24d95a9d39	What does Margot plan to do at the end?	Stay with Pauline in Vermont; Leaves with Claude
b1b67dc8de94763e66312262449f6cd55956f1f0	Why does Bonnie decide to become partners in crime with Clyde?	Bonnie was bored with her job as a waitress and intrigued by Clyde.; She is interested in Clyde.
b226a96934d19f6cd7df811de317413de58de5ec	"Who purchases the ""air rights""?"	Condo owner; Tess
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0	What does the lama achieve once he finds his river?	Enlightenment; Enlightenment.
b2fd5522ca8f334235d3e481ff91ddd982e84d02	WHO IS SARVILAKA TO MADANIKA?	HER LOVER; Her lover .
b346adfa183aaa8aa160f0abd662f3463adbaf56	Why is Finn brought to trial for the murder of the Mr Bonteen?	Because the Reverend Mr Bonteen did not have a key to leave his lodgings the night of the murder.; All the circumstantial evidence points to him.
b3490ef400ff24b4bbe439b837e6ed38934e4a8b	Whose funeral did Rob attend with Laura?	Laura's father; Laura's father
b3722b89039e50d5cd20240b40172f2006236d39	Where does the Bride travel to to obtain a sword from Hattori Hanzo?	Okinawa, Japan; Okinawa
b3a3aa9733be6502e3df5dcd1658f2d436635fa9	What is the name of Mr. Brumley's house?	Black Strand; Black Strand
b3eaaceeb881c694c16219e34862ee313ee4a2ae	What happens to the inhabitants of Lesser Redoubt? 	Their Earth current is exhausted and they die. ; Their Earth Current has been exhausted so they are unprotected
b4010f552ee32bf8b2f4dca248f176b0bf2602b1	Why was Illeana not harmed when Martin attacked her with a pair of scissors?	She  had on a prosthetic pregnancy belly ; Illeana was wearing a fake pregnant belly.
b452510fec08b4c0590abdd1e8a4b134f57cd805	Who wrote the letter that J.C. and Doug found?	Their father.; Their late father
b5038cd75a0f275ec87cd993eba3c2af3731bc6c	Who is Beckett's partner?	Miguel; miguel
b5085440d9a6b8582451b18e55ee5793892899e4	Why did Harriet Byron decline Pollexfen's marriage proposal?	She is in love with Charles Grandison.; She loves Grandison
b50c5113b46d135015347f095947181fbe5fe30f	Where do Harry and Lloyd go to find Mary?	Aspen; Aspen
b50f34d4c0a3723dd6bccd53886670c7f660b6d6	Why does Du-Seen attack Billings?	He is in love with Ajor; He wants Ajor.
b57cfffa1b8af82d2f3890200178338cec29a23f	When did Abraham purchase Machpelah?	When Sarah died; The death of sarah
b580f2deae1f5bebedfce09a2e350f384bff667c	How did Jackie come up with his song?	He stole it from his mom.; He stole it from a napkin his mother wrote it on. 
b589fa0ea6b329cdd5a74561fbb2dd6789b1ceb0	Why did the children's father go to Manchuria?	He was a journalist covering the war there.; His job.
b598355c6a88e44b884cac7c54b9c955af552e7e	Why do Marc and Rebecca stop speaking to one another?	They blame each other for the robberies. ; Because they blame each other for the robberies. 
b59cb0fec8ab3d00eac6fda0452ae326cb2993aa	What does Silas choose to name Molly's child?	Eppie; Eppie
b5aacdd9eb15f4b978fd7d841d62c1167ba1b68b	Why does Mr Boddy suggest that Wadsworth be killed?	To destroy evidence, thereby keeping their secrets safe.; To keep their secrets safe
b5e8bad0c0071c50ed8594102c9988250c2c03b1	How are Scudamore and Amoret reunited?	Amoret was rescued by Britomart; looking for his captured lady Amoret
b61a35a3025b1b738c257af2a2b5af9a52222304	What does Katsumoto do after he is wounded?	He commits Seppuku; Seppuku
b647893fdfa26378b3695d31bb6bc26aeebf1c56	Who is suggested to pay Mr. Y in the bribe?	Mr. X; Mr. X
b66d9cbdacc98fc8b99223a620e562ae1e68ac45	How fast are the men and projectile falling to earth?	115,200 mph.; 115,200 mph
b67bc95cb196377649aacbf75c9dc42bfef6020e	How old is Ruth?	34; 34 years old
b67cb4827d1b6f4f39236766c5874775b92e249c	Who really set the fires that killed associates of Swayzak? 	Adcox; Adcox.
b6929410cdf5a28a9c50fd849964659b204787d4	Who committed suicide?	Zenobia; Zenobia
b6f65f8447d5268bdfeb7529edcf0c630683552b	Why do the families of the Appalachion Mountain refuse to comply with Hale's laws?	The many years of tradition and handling their own conflict. ; They believe in the traditionl way of doing things. 
b71990cf4e30e2025d852c794b9f259e84d472cb	A character wants to return Grace home to her father, which is it?	Kit Sharp; Kit
b725c2e2f61f70af8132edb565dad8ef8ea9b155	Who was the father of many of the deities?	They were the son of God.; Jesus
b73035c123d8fab8f2be18dd9759bedbf1bbaf20	Who save desirs from being executed? 	fairer than a fairy and the former queen; The Queen and Fairer-than-a-Fairy.
b7524f5bddbb24c1d6d9db65138f9f36b0cb09ce	What two crimes did Conan Doyle note continued after annexation?	Slavery and Ivory Poaching; slavery and ivory poaching
b76d62907536d148bee9162f2a918110f055a60d	What is Easy's father's philosophy?	That men have rights and that there should be equality for all.; that all people are completely equal
b79b7aeeb9d4f4e390d606e9ee4ef3271b028731	Why is Von Doom seeking revenge?	He blames Richards for the botched spaceflight that caused him to lose Von Doom Industries.; because he blames reed for his condition and disfigurement
b7d110c2b105935a4284db267650661a3d572b26	Who does George realize is his true love?	Jackie.; JACKIE
b7e29b2f50e6e7fccc027144f4b2c90563e09916	Who is Homer's 2nd in command?	Abe Baker; Abe Baker
b80a117242fa3276dd8681007919fcae8770bd6e	What does Joe learn of French Pete?	French Pete is involved with criminal activity. ; he is involved in criminal activity
b856de66b8fd259ac0a3e5bef124efb447fe4f75	What is the true Grail made of? 	Clay; Clay.
b8b22116b9e2dba278243ab9a20b92cdd925f791	According to Pinhead, it's not the physical act of opening the box, but what that makes the Cenobites attack someone?	Desire.; The desire
b8fdff367e0613f79caf042c8f036fdddd234364	What does Renee do to the house with the boys and her husband inside?	Sets it on fire. ; sets it on fire
b9b1d29235c8e39aef27ce894e77a19955e6e51e	Why does Dionyza plan to murder Marina?	because she is prettier than her daughter, Philoten; She grew up to be more attractive than her own daughter.
b9ca8b4458e48f3c1343a11539ea52a848fd87ea	What do Davrot and Peachey want to become?	Kings of Karifistan.; Kings
ba74352102b49e66de4485552e80012fe38adb20	What job did rita have?	news producer; News Producer
ba75a22b975fe4a286bf129a1a3c354b42a60012	Who designed the sets on Guy Domville?	Alfred Parsons; Alfred Parsons
ba8ee38aaf59d57090798dcbe0db6ef416af6533	Why does Don Bernardino agree to help Archibald find Marjory?	To restore his honor.; It is a chance to regain honor.
bb9df0f4f33c3622d88052e257a9b7ec2004ffa4	What will the first note blown on the Horn Resounding do?	It will take Erik and his crew to Asgard.; Take Erik and his crew to Asgard.
bc4210c7f08ea8a3e4244644beecf738282dc01d	Which sport does Mikhi's girlfriend participate in?	Figure skating; figure skating
bcc5630960932198b83f7f446a700cc3d20ba03a	Who does Puff end up with in the end?	Gabrielle; Gabrielle
bcd47410647a9215fc84b4d00513380802444be8	How did Matho and Spendius get into Carthage?	They snuck in using the aqueduct.; Through the aqueduct
bde72e62aabedf831fc81b5847152a244fd97bee	Where did Kirk get beamed to before the Narada was destroyed?	the Enterprise ; Enterprise 
beae9fb6da18971914f1136467c3306e3fc1b92b	How much does Della sell her hair for?	$20.; $20
bebb3d64b5731fd2cf2e4555686b4959eb2ac4f0	What did the Silent Ones develop from a type of froglike species?	The dwarves; A human-like species
bed28033bb026bab72948a943956649528e546c8	Why did Claude leave his university education behind?	He had to help his father run the expanded family farm.; To help his family
beeb1f8eb3f489807712799a70d13c4dbcd7901d	When Edward is disinherited, how does Colonel Brandon offer assistance?	Colonel Brandon offers Edward the position in the Delaford parsonage.; he marries Marianne
befbd270ccb59942c487104978f95446867b1e94	What are they using to search for other survivors?	Rockets.; Rockets
beffc971cf9ffce91739a7becca0ca2985d00f70	What does Rebecca do that causes Sara to pack her belongings and leave?	Rebecca gets a tattoo of Sara's sister's name on her breast.; She got Sara's sister's name tattooed. 
bf438dd002b209fa4550cd56752c6549428fc4bc	Who does Leonard strangle in the abandoned building?	Jimmy.; Jimmy
bf55d1c14536c04c4b8f8cb18ea8dd490e986066	What does Adam purchase to kill snakes on his property?	A mongoose; a mongoose
bf84196677122a3aa48a1de6ee8832371010f20d	How does Ira quit?	George fires him; by calling him out from learning nothing from his cancer
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4	Why does Swaffer give Yanko a cottage?	He saved his grandddaughter's life.; for saving his granddaughter's life
c002791c4ff779710ca7ba8d8cde2ac4b27d28b3	"Who is the ""Witchcraft"" source? "	Polyakov; Bill Haydon
c02520de408977fcaac9839676ade39fa6ee95db	Where do Nello and Patrasche die? 	Inside the Cathedral of Antwerp; Inside the church.
c06e4f8169ac1b40871e2794133c8f506aec38ad	Why are many children born?	they are born for their journey to earth.; In preparation for going to Earth.
c076132f85d25e9f249e1ec30126505eab64926c	Why does Wayman buy the wolfs from Lottie?	He is an enviromentalist and animal lover.; To set them free.
c0aa30a9c4eeace0c59ae36a6f9387b553e8c245	What is Glauces' sentence when he is found guilty of murdering Apaecides?	To be fed to wild cats in the amphitheater. ; To be fed to lions.
c0d43726bc642a4ece9affb11d27c5370544cb91	What does Batman do at the press conference?	Batman broadcasts the recording of the Penguin insulting the people of Gotham City. ; Broadcast the recording of penguin.
c0d9cd53852bbae82b7af2c9acf6d9589142dec8	Why did the vagrant spend the night in a prison cell?	He posed as a journalist who need a place to stay.; He asked to spend the night there. 
c0df5742c269f5e2563a555d1d03cef454b4649f	Who kills Diccon?	An Indian.; A hostile Indian.
c0e05b3aac173e39064f07ccb60fb0a30430f824	What year does the story begin?	1593; 1592
c1b9d85714e90baa217b02f44534a5207e971442	What does Chandler do with the new coronet?	He uses it to wipe out the execs.; He kills the execs. 
c1ba78ebef932e25b8483dd050b2a5585ac7a2c2	What does John discover while visiting his father?	David's last name.; David's violins are valuable.
c20376ae98862798c0a74bd146abbd9f73ac2b64	Where does Jimmy send Mack and Lupovich?	Hell; to hell
c2193fc3815805a7d95a72d4f28b02133a7db6de	Who does Tam flirt with at the pub?	The landlady.; The landlady.
c29a505a7f2efe48bc73da66d4608888b8dc617b	Where did the band play after signing a record deal?	Chaos Theater; The Chaos Theater.
c2b895e8b32548747637d328a8fc77ad705e55f6	Hermann expresses that if he doesn't marry Dorothea, he will what?	Remain a bachelor.; stay single
c34ad662cc69dd30db3835fa93b9954a7b0f7b18	In what state is St. Augustine?	Florida; Florida.
c3826668bc1faf0d148b9be8df9832c21b909de2	What insects kidnap Maya?	hornets; hornets
c397b8d66b16fc8068abc0d7e5861ab4b2e54ac9	What type of animal does Ralph save Ursula from?	A bear.; A bear.
c3d05fedec86ea11bb70837d54b941589bde4d88	What does Peggy tell Michael he should write a song about?	Their sleeping together ; Their night together
c400547f76777cf05ab832229f730077ec3be94b	WHO IS CHARLES DEIGHTON TO SANFORD?	HIS FRIEND; his friend
c41dba67fbd19688656d31ccffec145c12f15b94	What language does Columbus teach the natives?	Spanish.; Spanish
c4241815627ac0077304ccdea892cd469a59334a	King Edward demands how many citizens should face punishement?	six; Six
c495d58b38155f9d465fc570dd35a74e9551dcaf	Who left with Gizmo in the aftermath of the Gremlins rampage?	Mr. Wing took Gizmo; Mr. Wing
c496444e867a5dfb9ad4b5060c3d715104a281b7	What was Pollyanna hoping to find in the missionary barrel?	A doll.; a doll
c4e227aa88c6fbc0c021532499db1b30c16f0eaf	What is Guido's reaction to Beatrice killing the Duke?	He is appalled; He is upset and breaks it off with her
c504d1c2be689fe79324ef90f3657dc02ef2acfb	Who destroys the Red Lectroids and ultimately saves Earth?	Buckaroo; Buckaroo.
c50eca23eddd3e2b5d8873950ad92bf03f86c7d3	How long had Eric and Zed been friends?	since childhood; Since childhood.
c5384ac7f6a3e69a17ede247235936b934a71a03	What color does the Retrogram procedure turn Logan's clock to?	Red.; flash red 
c551edfbb8240501afd55b17495674b9a04060e3	What did the dragon scroll reveal?	Nothing. ; It was nothing special and things only becomes special if they are believed to be.
